"","from","to","source","path","from.Role","to.Role"
"8519","PYY","S1PR2","NicheNet","PYY*S1PR2","Ligand","Receptor"
"8520","CCL5","S1PR2","NicheNet","CCL5*S1PR2","Ligand","Receptor"
"8521","CXCL2","S1PR2","NicheNet","CXCL2*S1PR2","Ligand","Receptor"
"8522","CXCL3","S1PR2","NicheNet","CXCL3*S1PR2","Ligand","Receptor"
"8523","PMCH","S1PR2","NicheNet","PMCH*S1PR2","Ligand","Receptor"
"8524","GAL","S1PR2","NicheNet","GAL*S1PR2","Ligand","Receptor"
"8525","CXCL5","S1PR2","NicheNet","CXCL5*S1PR2","Ligand","Receptor"
"8526","CXCL12","S1PR2","NicheNet","CXCL12*S1PR2","Ligand","Receptor"
"8527","SST","S1PR2","NicheNet","SST*S1PR2","Ligand","Receptor"
"8528","CCL20","S1PR2","NicheNet","CCL20*S1PR2","Ligand","Receptor"
"8529","CXCL6","S1PR2","NicheNet","CXCL6*S1PR2","Ligand","Receptor"
"8530","CXCL9","S1PR2","NicheNet","CXCL9*S1PR2","Ligand","Receptor"
"8531","PNOC","S1PR2","NicheNet","PNOC*S1PR2","Ligand","Receptor"
"8532","RLN3","S1PR2","NicheNet","RLN3*S1PR2","Ligand","Receptor"
"8533","CCL19","S1PR2","NicheNet","CCL19*S1PR2","Ligand","Receptor"
"8534","CXCL16","S1PR2","NicheNet","CXCL16*S1PR2","Ligand","Receptor"
"8535","CCL28","S1PR2","NicheNet","CCL28*S1PR2","Ligand","Receptor"
"8536","APLN","S1PR2","NicheNet","APLN*S1PR2","Ligand","Receptor"
"8537","CCL27","S1PR2","NicheNet","CCL27*S1PR2","Ligand","Receptor"
"8538","INSL5","S1PR2","NicheNet","INSL5*S1PR2","Ligand","Receptor"
"8539","AGT","S1PR4","NicheNet","AGT*S1PR4","Ligand","Receptor"
"8540","C5","S1PR4","NicheNet","C5*S1PR4","Ligand","Receptor"
"8541","POMC","S1PR4","NicheNet","POMC*S1PR4","Ligand","Receptor"
"8542","PENK","S1PR4","NicheNet","PENK*S1PR4","Ligand","Receptor"
"8543","PDYN","S1PR4","NicheNet","PDYN*S1PR4","Ligand","Receptor"
"8544","PPY","S1PR4","NicheNet","PPY*S1PR4","Ligand","Receptor"
"8545","NPY","S1PR4","NicheNet","NPY*S1PR4","Ligand","Receptor"
"8546","PPBP","S1PR4","NicheNet","PPBP*S1PR4","Ligand","Receptor"
"8547","PF4","S1PR4","NicheNet","PF4*S1PR4","Ligand","Receptor"
"8548","CXCL10","S1PR4","NicheNet","CXCL10*S1PR4","Ligand","Receptor"
"8549","SAA1","S1PR4","NicheNet","SAA1*S1PR4","Ligand","Receptor"
"8550","PYY","S1PR4","NicheNet","PYY*S1PR4","Ligand","Receptor"
"8551","CCL5","S1PR4","NicheNet","CCL5*S1PR4","Ligand","Receptor"
"8552","CXCL2","S1PR4","NicheNet","CXCL2*S1PR4","Ligand","Receptor"
"8553","CXCL3","S1PR4","NicheNet","CXCL3*S1PR4","Ligand","Receptor"
"8554","PMCH","S1PR4","NicheNet","PMCH*S1PR4","Ligand","Receptor"
"8555","GAL","S1PR4","NicheNet","GAL*S1PR4","Ligand","Receptor"
"8556","CXCL5","S1PR4","NicheNet","CXCL5*S1PR4","Ligand","Receptor"
"8557","CXCL12","S1PR4","NicheNet","CXCL12*S1PR4","Ligand","Receptor"
"8558","SST","S1PR4","NicheNet","SST*S1PR4","Ligand","Receptor"
"8559","CCL20","S1PR4","NicheNet","CCL20*S1PR4","Ligand","Receptor"
"8560","CXCL6","S1PR4","NicheNet","CXCL6*S1PR4","Ligand","Receptor"
"8561","CXCL9","S1PR4","NicheNet","CXCL9*S1PR4","Ligand","Receptor"
"8562","PNOC","S1PR4","NicheNet","PNOC*S1PR4","Ligand","Receptor"
"8563","RLN3","S1PR4","NicheNet","RLN3*S1PR4","Ligand","Receptor"
"8564","CCL19","S1PR4","NicheNet","CCL19*S1PR4","Ligand","Receptor"
"8565","CXCL16","S1PR4","NicheNet","CXCL16*S1PR4","Ligand","Receptor"
"8566","CCL28","S1PR4","NicheNet","CCL28*S1PR4","Ligand","Receptor"
"8567","APLN","S1PR4","NicheNet","APLN*S1PR4","Ligand","Receptor"
"8568","CCL27","S1PR4","NicheNet","CCL27*S1PR4","Ligand","Receptor"
"8569","INSL5","S1PR4","NicheNet","INSL5*S1PR4","Ligand","Receptor"
"8570","GRN","EGFR","NicheNet","GRN*EGFR","Ligand","Receptor"
"8571","APOA1","LDLR","NicheNet","APOA1*LDLR","Ligand","Receptor"
"8572","EFEMP1","VTN","NicheNet","EFEMP1*VTN","Ligand","Receptor"
"8573","WNT5A","CD3D","NicheNet","WNT5A*CD3D","Ligand","Receptor"
"8574","HDGF","KRT1","NicheNet","HDGF*KRT1","Ligand","Receptor"
"8575","GRN","NTRK1","NicheNet","GRN*NTRK1","Ligand","Receptor"
"8576","TXLNA","NTRK1","NicheNet","TXLNA*NTRK1","Ligand","Receptor"
"8577","RABEP1","NTRK1","NicheNet","RABEP1*NTRK1","Ligand","Receptor"
"8578","RABEP2","NTRK1","NicheNet","RABEP2*NTRK1","Ligand","Receptor"
"8579","HMGB1","PGR","NicheNet","HMGB1*PGR","Ligand","Receptor"
"8580","GPI","ATP5B","NicheNet","GPI*ATP5B","Ligand","Receptor"
"8581","COPA","ATP5B","NicheNet","COPA*ATP5B","Ligand","Receptor"
"8582","GIP","ADRB2","NicheNet","GIP*ADRB2","Ligand","Receptor"
"8583","SCT","ADRB2","NicheNet","SCT*ADRB2","Ligand","Receptor"
"8584","CALCB","ADRB2","NicheNet","CALCB*ADRB2","Ligand","Receptor"
"8585","IAPP","ADRB2","NicheNet","IAPP*ADRB2","Ligand","Receptor"
"8586","PTHLH","ADRB2","NicheNet","PTHLH*ADRB2","Ligand","Receptor"
"8587","ADCYAP1","ADRB2","NicheNet","ADCYAP1*ADRB2","Ligand","Receptor"
"8588","ADM","ADRB2","NicheNet","ADM*ADRB2","Ligand","Receptor"
"8589","WNT5A","ADRB2","NicheNet","WNT5A*ADRB2","Ligand","Receptor"
"8590","INSL3","ADRB2","NicheNet","INSL3*ADRB2","Ligand","Receptor"
"8591","ADM2","ADRB2","NicheNet","ADM2*ADRB2","Ligand","Receptor"
"8592","RLN3","ADRB2","NicheNet","RLN3*ADRB2","Ligand","Receptor"
"8593","SAA1","CHRM2","NicheNet","SAA1*CHRM2","Ligand","Receptor"
"8594","PYY","CHRM2","NicheNet","PYY*CHRM2","Ligand","Receptor"
"8595","CCL5","CHRM2","NicheNet","CCL5*CHRM2","Ligand","Receptor"
"8596","CXCL2","CHRM2","NicheNet","CXCL2*CHRM2","Ligand","Receptor"
"8597","CXCL3","CHRM2","NicheNet","CXCL3*CHRM2","Ligand","Receptor"
"8598","PMCH","CHRM2","NicheNet","PMCH*CHRM2","Ligand","Receptor"
"8599","GAL","CHRM2","NicheNet","GAL*CHRM2","Ligand","Receptor"
"8600","WNT5A","CHRM2","NicheNet","WNT5A*CHRM2","Ligand","Receptor"
"8601","CXCL5","CHRM2","NicheNet","CXCL5*CHRM2","Ligand","Receptor"
"8602","CXCL12","CHRM2","NicheNet","CXCL12*CHRM2","Ligand","Receptor"
"8603","SST","CHRM2","NicheNet","SST*CHRM2","Ligand","Receptor"
"8604","CCL20","CHRM2","NicheNet","CCL20*CHRM2","Ligand","Receptor"
"8605","CXCL6","CHRM2","NicheNet","CXCL6*CHRM2","Ligand","Receptor"
"8606","CXCL9","CHRM2","NicheNet","CXCL9*CHRM2","Ligand","Receptor"
"8607","PNOC","CHRM2","NicheNet","PNOC*CHRM2","Ligand","Receptor"
"8608","RLN3","CHRM2","NicheNet","RLN3*CHRM2","Ligand","Receptor"
"8609","CCL19","CHRM2","NicheNet","CCL19*CHRM2","Ligand","Receptor"
"8610","CXCL16","CHRM2","NicheNet","CXCL16*CHRM2","Ligand","Receptor"
"8611","CCL28","CHRM2","NicheNet","CCL28*CHRM2","Ligand","Receptor"
"8612","APLN","CHRM2","NicheNet","APLN*CHRM2","Ligand","Receptor"
"8613","CCL27","CHRM2","NicheNet","CCL27*CHRM2","Ligand","Receptor"
"8614","INSL5","CHRM2","NicheNet","INSL5*CHRM2","Ligand","Receptor"
"8615","SAA1","CHRM4","NicheNet","SAA1*CHRM4","Ligand","Receptor"
"8616","PYY","CHRM4","NicheNet","PYY*CHRM4","Ligand","Receptor"
"8617","CCL5","CHRM4","NicheNet","CCL5*CHRM4","Ligand","Receptor"
"8618","CXCL2","CHRM4","NicheNet","CXCL2*CHRM4","Ligand","Receptor"
"8619","CXCL3","CHRM4","NicheNet","CXCL3*CHRM4","Ligand","Receptor"
"8620","PMCH","CHRM4","NicheNet","PMCH*CHRM4","Ligand","Receptor"
"8621","GAL","CHRM4","NicheNet","GAL*CHRM4","Ligand","Receptor"
"8622","CXCL5","CHRM4","NicheNet","CXCL5*CHRM4","Ligand","Receptor"
"8623","CXCL12","CHRM4","NicheNet","CXCL12*CHRM4","Ligand","Receptor"
"8624","SST","CHRM4","NicheNet","SST*CHRM4","Ligand","Receptor"
"8625","CCL20","CHRM4","NicheNet","CCL20*CHRM4","Ligand","Receptor"
"8626","CXCL6","CHRM4","NicheNet","CXCL6*CHRM4","Ligand","Receptor"
"8627","CXCL9","CHRM4","NicheNet","CXCL9*CHRM4","Ligand","Receptor"
"8628","PNOC","CHRM4","NicheNet","PNOC*CHRM4","Ligand","Receptor"
"8629","RLN3","CHRM4","NicheNet","RLN3*CHRM4","Ligand","Receptor"
"8630","CCL19","CHRM4","NicheNet","CCL19*CHRM4","Ligand","Receptor"
"8631","CXCL16","CHRM4","NicheNet","CXCL16*CHRM4","Ligand","Receptor"
"8632","CCL28","CHRM4","NicheNet","CCL28*CHRM4","Ligand","Receptor"
"8633","APLN","CHRM4","NicheNet","APLN*CHRM4","Ligand","Receptor"
"8634","CCL27","CHRM4","NicheNet","CCL27*CHRM4","Ligand","Receptor"
"8635","INSL5","CHRM4","NicheNet","INSL5*CHRM4","Ligand","Receptor"
"8636","GIP","ADRB1","NicheNet","GIP*ADRB1","Ligand","Receptor"
"8637","SCT","ADRB1","NicheNet","SCT*ADRB1","Ligand","Receptor"
"8638","CALCB","ADRB1","NicheNet","CALCB*ADRB1","Ligand","Receptor"
"8639","IAPP","ADRB1","NicheNet","IAPP*ADRB1","Ligand","Receptor"
"8640","PTHLH","ADRB1","NicheNet","PTHLH*ADRB1","Ligand","Receptor"
"8641","ADCYAP1","ADRB1","NicheNet","ADCYAP1*ADRB1","Ligand","Receptor"
"8642","ADM","ADRB1","NicheNet","ADM*ADRB1","Ligand","Receptor"
"8643","INSL3","ADRB1","NicheNet","INSL3*ADRB1","Ligand","Receptor"
"8644","ADM2","ADRB1","NicheNet","ADM2*ADRB1","Ligand","Receptor"
"8645","RLN3","ADRB1","NicheNet","RLN3*ADRB1","Ligand","Receptor"
"8646","IL27","IL6R","NicheNet","IL27*IL6R","Ligand","Receptor"
"8647","NMB","CHRM5","NicheNet","NMB*CHRM5","Ligand","Receptor"
"8648","SAA1","CHRM5","NicheNet","SAA1*CHRM5","Ligand","Receptor"
"8649","EDN3","CHRM5","NicheNet","EDN3*CHRM5","Ligand","Receptor"
"8650","PMCH","CHRM5","NicheNet","PMCH*CHRM5","Ligand","Receptor"
"8651","TRH","CHRM5","NicheNet","TRH*CHRM5","Ligand","Receptor"
"8652","EDN2","CHRM5","NicheNet","EDN2*CHRM5","Ligand","Receptor"
"8653","NTS","CHRM5","NicheNet","NTS*CHRM5","Ligand","Receptor"
"8654","XCL1","CHRM5","NicheNet","XCL1*CHRM5","Ligand","Receptor"
"8655","PROK1","CHRM5","NicheNet","PROK1*CHRM5","Ligand","Receptor"
"8656","QRFP","CHRM5","NicheNet","QRFP*CHRM5","Ligand","Receptor"
"8657","UTS2B","CHRM5","NicheNet","UTS2B*CHRM5","Ligand","Receptor"
"8658","XCL2","CHRM5","NicheNet","XCL2*CHRM5","Ligand","Receptor"
"8659","GHRL","CHRM5","NicheNet","GHRL*CHRM5","Ligand","Receptor"
"8660","SAA1","ADRA2A","NicheNet","SAA1*ADRA2A","Ligand","Receptor"
"8661","PYY","ADRA2A","NicheNet","PYY*ADRA2A","Ligand","Receptor"
"8662","CCL5","ADRA2A","NicheNet","CCL5*ADRA2A","Ligand","Receptor"
"8663","CXCL2","ADRA2A","NicheNet","CXCL2*ADRA2A","Ligand","Receptor"
"8664","CXCL3","ADRA2A","NicheNet","CXCL3*ADRA2A","Ligand","Receptor"
"8665","PMCH","ADRA2A","NicheNet","PMCH*ADRA2A","Ligand","Receptor"
"8666","GAL","ADRA2A","NicheNet","GAL*ADRA2A","Ligand","Receptor"
"8667","CXCL5","ADRA2A","NicheNet","CXCL5*ADRA2A","Ligand","Receptor"
"8668","CXCL12","ADRA2A","NicheNet","CXCL12*ADRA2A","Ligand","Receptor"
"8669","SST","ADRA2A","NicheNet","SST*ADRA2A","Ligand","Receptor"
"8670","CCL20","ADRA2A","NicheNet","CCL20*ADRA2A","Ligand","Receptor"
"8671","CXCL6","ADRA2A","NicheNet","CXCL6*ADRA2A","Ligand","Receptor"
"8672","CXCL9","ADRA2A","NicheNet","CXCL9*ADRA2A","Ligand","Receptor"
"8673","PNOC","ADRA2A","NicheNet","PNOC*ADRA2A","Ligand","Receptor"
"8674","RLN3","ADRA2A","NicheNet","RLN3*ADRA2A","Ligand","Receptor"
"8675","CCL19","ADRA2A","NicheNet","CCL19*ADRA2A","Ligand","Receptor"
"8676","CXCL16","ADRA2A","NicheNet","CXCL16*ADRA2A","Ligand","Receptor"
"8677","CCL28","ADRA2A","NicheNet","CCL28*ADRA2A","Ligand","Receptor"
"8678","APLN","ADRA2A","NicheNet","APLN*ADRA2A","Ligand","Receptor"
"8679","CCL27","ADRA2A","NicheNet","CCL27*ADRA2A","Ligand","Receptor"
"8680","INSL5","ADRA2A","NicheNet","INSL5*ADRA2A","Ligand","Receptor"
"8681","WNT5A","CD3G","NicheNet","WNT5A*CD3G","Ligand","Receptor"
"8682","PYY","ADORA3","NicheNet","PYY*ADORA3","Ligand","Receptor"
"8683","CCL5","ADORA3","NicheNet","CCL5*ADORA3","Ligand","Receptor"
"8684","CXCL2","ADORA3","NicheNet","CXCL2*ADORA3","Ligand","Receptor"
"8685","CXCL3","ADORA3","NicheNet","CXCL3*ADORA3","Ligand","Receptor"
"8686","PMCH","ADORA3","NicheNet","PMCH*ADORA3","Ligand","Receptor"
"8687","GAL","ADORA3","NicheNet","GAL*ADORA3","Ligand","Receptor"
"8688","CXCL5","ADORA3","NicheNet","CXCL5*ADORA3","Ligand","Receptor"
"8689","CXCL12","ADORA3","NicheNet","CXCL12*ADORA3","Ligand","Receptor"
"8690","SST","ADORA3","NicheNet","SST*ADORA3","Ligand","Receptor"
"8691","CCL20","ADORA3","NicheNet","CCL20*ADORA3","Ligand","Receptor"
"8692","CXCL6","ADORA3","NicheNet","CXCL6*ADORA3","Ligand","Receptor"
"8693","CXCL9","ADORA3","NicheNet","CXCL9*ADORA3","Ligand","Receptor"
"8694","PNOC","ADORA3","NicheNet","PNOC*ADORA3","Ligand","Receptor"
"8695","RLN3","ADORA3","NicheNet","RLN3*ADORA3","Ligand","Receptor"
"8696","CCL19","ADORA3","NicheNet","CCL19*ADORA3","Ligand","Receptor"
"8697","CXCL16","ADORA3","NicheNet","CXCL16*ADORA3","Ligand","Receptor"
"8698","CCL28","ADORA3","NicheNet","CCL28*ADORA3","Ligand","Receptor"
"8699","APLN","ADORA3","NicheNet","APLN*ADORA3","Ligand","Receptor"
"8700","CCL27","ADORA3","NicheNet","CCL27*ADORA3","Ligand","Receptor"
"8701","INSL5","ADORA3","NicheNet","INSL5*ADORA3","Ligand","Receptor"
"8702","HMGB2","AR","NicheNet","HMGB2*AR","Ligand","Receptor"
"8703","CMTM2","AR","NicheNet","CMTM2*AR","Ligand","Receptor"
"8704","EDN3","CHRM1","NicheNet","EDN3*CHRM1","Ligand","Receptor"
"8705","PMCH","CHRM1","NicheNet","PMCH*CHRM1","Ligand","Receptor"
"8706","TRH","CHRM1","NicheNet","TRH*CHRM1","Ligand","Receptor"
"8707","EDN2","CHRM1","NicheNet","EDN2*CHRM1","Ligand","Receptor"
"8708","NTS","CHRM1","NicheNet","NTS*CHRM1","Ligand","Receptor"
"8709","XCL1","CHRM1","NicheNet","XCL1*CHRM1","Ligand","Receptor"
"8710","PROK1","CHRM1","NicheNet","PROK1*CHRM1","Ligand","Receptor"
"8711","QRFP","CHRM1","NicheNet","QRFP*CHRM1","Ligand","Receptor"
"8712","UTS2B","CHRM1","NicheNet","UTS2B*CHRM1","Ligand","Receptor"
"8713","XCL2","CHRM1","NicheNet","XCL2*CHRM1","Ligand","Receptor"
"8714","GHRL","CHRM1","NicheNet","GHRL*CHRM1","Ligand","Receptor"
"8715","KL","FGFR1","NicheNet","KL*FGFR1","Ligand","Receptor"
"8716","LGALS3","CFTR","NicheNet","LGALS3*CFTR","Ligand","Receptor"
"8717","GRN","CFTR","NicheNet","GRN*CFTR","Ligand","Receptor"
"8718","WNT5A","CFTR","NicheNet","WNT5A*CFTR","Ligand","Receptor"
"8719","MIF","ITGA4","NicheNet","MIF*ITGA4","Ligand","Receptor"
"8720","ADCYAP1","ADRB3","NicheNet","ADCYAP1*ADRB3","Ligand","Receptor"
"8721","ADM","ADRB3","NicheNet","ADM*ADRB3","Ligand","Receptor"
"8722","INSL3","ADRB3","NicheNet","INSL3*ADRB3","Ligand","Receptor"
"8723","ADM2","ADRB3","NicheNet","ADM2*ADRB3","Ligand","Receptor"
"8724","RLN3","ADRB3","NicheNet","RLN3*ADRB3","Ligand","Receptor"
"8725","CXCL2","DRD2","NicheNet","CXCL2*DRD2","Ligand","Receptor"
"8726","CXCL3","DRD2","NicheNet","CXCL3*DRD2","Ligand","Receptor"
"8727","PMCH","DRD2","NicheNet","PMCH*DRD2","Ligand","Receptor"
"8728","GAL","DRD2","NicheNet","GAL*DRD2","Ligand","Receptor"
"8729","CXCL5","DRD2","NicheNet","CXCL5*DRD2","Ligand","Receptor"
"8730","CXCL12","DRD2","NicheNet","CXCL12*DRD2","Ligand","Receptor"
"8731","SST","DRD2","NicheNet","SST*DRD2","Ligand","Receptor"
"8732","CCL20","DRD2","NicheNet","CCL20*DRD2","Ligand","Receptor"
"8733","CXCL6","DRD2","NicheNet","CXCL6*DRD2","Ligand","Receptor"
"8734","CXCL9","DRD2","NicheNet","CXCL9*DRD2","Ligand","Receptor"
"8735","PNOC","DRD2","NicheNet","PNOC*DRD2","Ligand","Receptor"
"8736","RLN3","DRD2","NicheNet","RLN3*DRD2","Ligand","Receptor"
"8737","CCL19","DRD2","NicheNet","CCL19*DRD2","Ligand","Receptor"
"8738","CXCL16","DRD2","NicheNet","CXCL16*DRD2","Ligand","Receptor"
"8739","CCL28","DRD2","NicheNet","CCL28*DRD2","Ligand","Receptor"
"8740","APLN","DRD2","NicheNet","APLN*DRD2","Ligand","Receptor"
"8741","CCL27","DRD2","NicheNet","CCL27*DRD2","Ligand","Receptor"
"8742","INSL5","DRD2","NicheNet","INSL5*DRD2","Ligand","Receptor"
"8743","AREG","FOLR1","NicheNet","AREG*FOLR1","Ligand","Receptor"
"8744","COPA","FOLR1","NicheNet","COPA*FOLR1","Ligand","Receptor"
"8745","FGF21","CD36","NicheNet","FGF21*CD36","Ligand","Receptor"
"8746","LGALS3","ITGA2","NicheNet","LGALS3*ITGA2","Ligand","Receptor"
"8747","CXCL2","ADRA2B","NicheNet","CXCL2*ADRA2B","Ligand","Receptor"
"8748","CXCL3","ADRA2B","NicheNet","CXCL3*ADRA2B","Ligand","Receptor"
"8749","PMCH","ADRA2B","NicheNet","PMCH*ADRA2B","Ligand","Receptor"
"8750","GAL","ADRA2B","NicheNet","GAL*ADRA2B","Ligand","Receptor"
"8751","CXCL5","ADRA2B","NicheNet","CXCL5*ADRA2B","Ligand","Receptor"
"8752","CXCL12","ADRA2B","NicheNet","CXCL12*ADRA2B","Ligand","Receptor"
"8753","SST","ADRA2B","NicheNet","SST*ADRA2B","Ligand","Receptor"
"8754","CCL20","ADRA2B","NicheNet","CCL20*ADRA2B","Ligand","Receptor"
"8755","CXCL6","ADRA2B","NicheNet","CXCL6*ADRA2B","Ligand","Receptor"
"8756","CXCL9","ADRA2B","NicheNet","CXCL9*ADRA2B","Ligand","Receptor"
"8757","PNOC","ADRA2B","NicheNet","PNOC*ADRA2B","Ligand","Receptor"
"8758","RLN3","ADRA2B","NicheNet","RLN3*ADRA2B","Ligand","Receptor"
"8759","CCL19","ADRA2B","NicheNet","CCL19*ADRA2B","Ligand","Receptor"
"8760","CXCL16","ADRA2B","NicheNet","CXCL16*ADRA2B","Ligand","Receptor"
"8761","CCL28","ADRA2B","NicheNet","CCL28*ADRA2B","Ligand","Receptor"
"8762","APLN","ADRA2B","NicheNet","APLN*ADRA2B","Ligand","Receptor"
"8763","CCL27","ADRA2B","NicheNet","CCL27*ADRA2B","Ligand","Receptor"
"8764","INSL5","ADRA2B","NicheNet","INSL5*ADRA2B","Ligand","Receptor"
"8765","CXCL2","ADRA2C","NicheNet","CXCL2*ADRA2C","Ligand","Receptor"
"8766","CXCL3","ADRA2C","NicheNet","CXCL3*ADRA2C","Ligand","Receptor"
"8767","PMCH","ADRA2C","NicheNet","PMCH*ADRA2C","Ligand","Receptor"
"8768","GAL","ADRA2C","NicheNet","GAL*ADRA2C","Ligand","Receptor"
"8769","CXCL5","ADRA2C","NicheNet","CXCL5*ADRA2C","Ligand","Receptor"
"8770","CXCL12","ADRA2C","NicheNet","CXCL12*ADRA2C","Ligand","Receptor"
"8771","SST","ADRA2C","NicheNet","SST*ADRA2C","Ligand","Receptor"
"8772","CCL20","ADRA2C","NicheNet","CCL20*ADRA2C","Ligand","Receptor"
"8773","CXCL6","ADRA2C","NicheNet","CXCL6*ADRA2C","Ligand","Receptor"
"8774","CXCL9","ADRA2C","NicheNet","CXCL9*ADRA2C","Ligand","Receptor"
"8775","PNOC","ADRA2C","NicheNet","PNOC*ADRA2C","Ligand","Receptor"
"8776","RLN3","ADRA2C","NicheNet","RLN3*ADRA2C","Ligand","Receptor"
"8777","CCL19","ADRA2C","NicheNet","CCL19*ADRA2C","Ligand","Receptor"
"8778","CXCL16","ADRA2C","NicheNet","CXCL16*ADRA2C","Ligand","Receptor"
"8779","CCL28","ADRA2C","NicheNet","CCL28*ADRA2C","Ligand","Receptor"
"8780","APLN","ADRA2C","NicheNet","APLN*ADRA2C","Ligand","Receptor"
"8781","CCL27","ADRA2C","NicheNet","CCL27*ADRA2C","Ligand","Receptor"
"8782","INSL5","ADRA2C","NicheNet","INSL5*ADRA2C","Ligand","Receptor"
"8783","PMCH","CHRM3","NicheNet","PMCH*CHRM3","Ligand","Receptor"
"8784","TRH","CHRM3","NicheNet","TRH*CHRM3","Ligand","Receptor"
"8785","EDN2","CHRM3","NicheNet","EDN2*CHRM3","Ligand","Receptor"
"8786","NTS","CHRM3","NicheNet","NTS*CHRM3","Ligand","Receptor"
"8787","XCL1","CHRM3","NicheNet","XCL1*CHRM3","Ligand","Receptor"
"8788","PROK1","CHRM3","NicheNet","PROK1*CHRM3","Ligand","Receptor"
"8789","QRFP","CHRM3","NicheNet","QRFP*CHRM3","Ligand","Receptor"
"8790","UTS2B","CHRM3","NicheNet","UTS2B*CHRM3","Ligand","Receptor"
"8791","XCL2","CHRM3","NicheNet","XCL2*CHRM3","Ligand","Receptor"
"8792","GHRL","CHRM3","NicheNet","GHRL*CHRM3","Ligand","Receptor"
"8793","WNT5A","M6PR","NicheNet","WNT5A*M6PR","Ligand","Receptor"
"8794","GAL","S1PR1","NicheNet","GAL*S1PR1","Ligand","Receptor"
"8795","CXCL5","S1PR1","NicheNet","CXCL5*S1PR1","Ligand","Receptor"
"8796","CXCL12","S1PR1","NicheNet","CXCL12*S1PR1","Ligand","Receptor"
"8797","SST","S1PR1","NicheNet","SST*S1PR1","Ligand","Receptor"
"8798","CCL20","S1PR1","NicheNet","CCL20*S1PR1","Ligand","Receptor"
"8799","CXCL6","S1PR1","NicheNet","CXCL6*S1PR1","Ligand","Receptor"
"8800","CXCL9","S1PR1","NicheNet","CXCL9*S1PR1","Ligand","Receptor"
"8801","PNOC","S1PR1","NicheNet","PNOC*S1PR1","Ligand","Receptor"
"8802","RLN3","S1PR1","NicheNet","RLN3*S1PR1","Ligand","Receptor"
"8803","CCL19","S1PR1","NicheNet","CCL19*S1PR1","Ligand","Receptor"
"8804","CXCL16","S1PR1","NicheNet","CXCL16*S1PR1","Ligand","Receptor"
"8805","CCL28","S1PR1","NicheNet","CCL28*S1PR1","Ligand","Receptor"
"8806","APLN","S1PR1","NicheNet","APLN*S1PR1","Ligand","Receptor"
"8807","CCL27","S1PR1","NicheNet","CCL27*S1PR1","Ligand","Receptor"
"8808","INSL5","S1PR1","NicheNet","INSL5*S1PR1","Ligand","Receptor"
"8809","GAL","CNR1","NicheNet","GAL*CNR1","Ligand","Receptor"
"8810","CXCL5","CNR1","NicheNet","CXCL5*CNR1","Ligand","Receptor"
"8811","CXCL12","CNR1","NicheNet","CXCL12*CNR1","Ligand","Receptor"
"8812","SST","CNR1","NicheNet","SST*CNR1","Ligand","Receptor"
"8813","CCL20","CNR1","NicheNet","CCL20*CNR1","Ligand","Receptor"
"8814","CXCL6","CNR1","NicheNet","CXCL6*CNR1","Ligand","Receptor"
"8815","CXCL9","CNR1","NicheNet","CXCL9*CNR1","Ligand","Receptor"
"8816","PNOC","CNR1","NicheNet","PNOC*CNR1","Ligand","Receptor"
"8817","RLN3","CNR1","NicheNet","RLN3*CNR1","Ligand","Receptor"
"8818","CCL19","CNR1","NicheNet","CCL19*CNR1","Ligand","Receptor"
"8819","CXCL16","CNR1","NicheNet","CXCL16*CNR1","Ligand","Receptor"
"8820","CCL28","CNR1","NicheNet","CCL28*CNR1","Ligand","Receptor"
"8821","APLN","CNR1","NicheNet","APLN*CNR1","Ligand","Receptor"
"8822","CCL27","CNR1","NicheNet","CCL27*CNR1","Ligand","Receptor"
"8823","INSL5","CNR1","NicheNet","INSL5*CNR1","Ligand","Receptor"
"8824","ADM","DRD1","NicheNet","ADM*DRD1","Ligand","Receptor"
"8825","INSL3","DRD1","NicheNet","INSL3*DRD1","Ligand","Receptor"
"8826","ADM2","DRD1","NicheNet","ADM2*DRD1","Ligand","Receptor"
"8827","RLN3","DRD1","NicheNet","RLN3*DRD1","Ligand","Receptor"
"8828","NTS","TBXA2R","NicheNet","NTS*TBXA2R","Ligand","Receptor"
"8829","XCL1","TBXA2R","NicheNet","XCL1*TBXA2R","Ligand","Receptor"
"8830","PROK1","TBXA2R","NicheNet","PROK1*TBXA2R","Ligand","Receptor"
"8831","QRFP","TBXA2R","NicheNet","QRFP*TBXA2R","Ligand","Receptor"
"8832","UTS2B","TBXA2R","NicheNet","UTS2B*TBXA2R","Ligand","Receptor"
"8833","XCL2","TBXA2R","NicheNet","XCL2*TBXA2R","Ligand","Receptor"
"8834","KL","FGFR2","NicheNet","KL*FGFR2","Ligand","Receptor"
"8835","GAL","DRD4","NicheNet","GAL*DRD4","Ligand","Receptor"
"8836","CXCL5","DRD4","NicheNet","CXCL5*DRD4","Ligand","Receptor"
"8837","CXCL12","DRD4","NicheNet","CXCL12*DRD4","Ligand","Receptor"
"8838","SST","DRD4","NicheNet","SST*DRD4","Ligand","Receptor"
"8839","CCL20","DRD4","NicheNet","CCL20*DRD4","Ligand","Receptor"
"8840","CXCL6","DRD4","NicheNet","CXCL6*DRD4","Ligand","Receptor"
"8841","CXCL9","DRD4","NicheNet","CXCL9*DRD4","Ligand","Receptor"
"8842","PNOC","DRD4","NicheNet","PNOC*DRD4","Ligand","Receptor"
