"","from","to","source","path","from.Role","to.Role"
"10535","CCL7","ACKR1","NicheNet, CellChat","CCL7*ACKR1","Ligand","Receptor"
"10536","GRN","SORT1","NicheNet, CellChat","GRN*SORT1","Ligand","Receptor"
"10537","FGF20","FGFR1","NicheNet, CellChat","FGF20*FGFR1","Ligand","Receptor"
"10538","FGF21","FGFR1","NicheNet, CellChat","FGF21*FGFR1","Ligand","Receptor"
"10539","FGF20","FGFR2","NicheNet, CellChat","FGF20*FGFR2","Ligand","Receptor"
"10540","FGF20","FGFR4","NicheNet, CellChat","FGF20*FGFR4","Ligand","Receptor"
"10541","FGF20","FGFR3","NicheNet, CellChat","FGF20*FGFR3","Ligand","Receptor"
"10542","CDH1","KLRG1","NicheNet, CellChat","CDH1*KLRG1","Ligand","Receptor"
"10543","CD226","PVR","NicheNet, CellChat","CD226*PVR","Ligand","Receptor"
"10544","DSC2","DSG2","NicheNet, CellChat","DSC2*DSG2","Ligand","Receptor"
"10545","TIGIT","PVR","NicheNet, CellChat","TIGIT*PVR","Ligand","Receptor"
"10546","DSC2","DSG1","NicheNet, CellChat","DSC2*DSG1","Ligand","Receptor"
"10547","DSC1","DSG1","NicheNet, CellChat","DSC1*DSG1","Ligand","Receptor"
"10548","TIGIT","NECTIN2","NicheNet, CellChat","TIGIT*NECTIN2","Ligand","Receptor"
"10549","CD226","NECTIN2","NicheNet, CellChat","CD226*NECTIN2","Ligand","Receptor"
"10550","DSC1","DSG2","NicheNet, CellChat","DSC1*DSG2","Ligand","Receptor"
"10551","UCN3","CRHR1","NicheNet, CellChat","UCN3*CRHR1","Ligand","Receptor"
"10552","ICAM1","SPN","NicheNet, CellChat","ICAM1*SPN","Ligand","Receptor"
"10553","CXCL6","ACKR1","NicheNet, CellChat","CXCL6*ACKR1","Ligand","Receptor"
"10554","TNFRSF9","TNFSF9","IUPHAR","TNFRSF9*TNFSF9","Ligand","Receptor"
"10555","ALOX5","ALOX5AP","IUPHAR","ALOX5*ALOX5AP","Ligand","Receptor"
"10556","ACKR3","CXCL12","IUPHAR","ACKR3*CXCL12","Ligand","Receptor"
"10557","ACKR3","CXCL11","IUPHAR","ACKR3*CXCL11","Ligand","Receptor"
"10558","ACKR4","CCL19","IUPHAR","ACKR4*CCL19","Ligand","Receptor"
"10559","ACKR4","CCL21","IUPHAR","ACKR4*CCL21","Ligand","Receptor"
"10560","ACKR4","CCL25","IUPHAR","ACKR4*CCL25","Ligand","Receptor"
"10561","ACVR1B","INHBA","IUPHAR","ACVR1B*INHBA","Ligand","Receptor"
"10562","ACVR1C","INHBA","IUPHAR","ACVR1C*INHBA","Ligand","Receptor"
"10563","ACVR2A","INHBA","IUPHAR","ACVR2A*INHBA","Ligand","Receptor"
"10564","ACVR2B","INHBA","IUPHAR","ACVR2B*INHBA","Ligand","Receptor"
"10565","ACVR1B","INHBB","IUPHAR","ACVR1B*INHBB","Ligand","Receptor"
"10566","ACVR1C","INHBB","IUPHAR","ACVR1C*INHBB","Ligand","Receptor"
"10567","ACVR2A","INHBB","IUPHAR","ACVR2A*INHBB","Ligand","Receptor"
"10568","ACVR2B","INHBB","IUPHAR","ACVR2B*INHBB","Ligand","Receptor"
"10569","ACVR1B","INHA","IUPHAR","ACVR1B*INHA","Ligand","Receptor"
"10570","ACVR1C","INHA","IUPHAR","ACVR1C*INHA","Ligand","Receptor"
"10571","ACVR2A","INHA","IUPHAR","ACVR2A*INHA","Ligand","Receptor"
"10572","ACVR2B","INHA","IUPHAR","ACVR2B*INHA","Ligand","Receptor"
"10573","CALCRL","ADM","IUPHAR","CALCRL*ADM","Ligand","Receptor"
"10574","CALCRL","CALCA","IUPHAR","CALCRL*CALCA","Ligand","Receptor"
"10575","CALCRL","CALCB","IUPHAR","CALCRL*CALCB","Ligand","Receptor"
"10576","RAMP2","ADM","IUPHAR","RAMP2*ADM","Ligand","Receptor"
"10577","RAMP2","CALCA","IUPHAR","RAMP2*CALCA","Ligand","Receptor"
"10578","RAMP2","CALCB","IUPHAR","RAMP2*CALCB","Ligand","Receptor"
"10579","RAMP3","ADM","IUPHAR","RAMP3*ADM","Ligand","Receptor"
"10580","RAMP3","CALCA","IUPHAR","RAMP3*CALCA","Ligand","Receptor"
"10581","RAMP3","CALCB","IUPHAR","RAMP3*CALCB","Ligand","Receptor"
"10582","CALCR","ADM","IUPHAR","CALCR*ADM","Ligand","Receptor"
"10583","CALCR","CALCA","IUPHAR","CALCR*CALCA","Ligand","Receptor"
"10584","CALCR","IAPP","IUPHAR","CALCR*IAPP","Ligand","Receptor"
"10585","CALCR","CALCB","IUPHAR","CALCR*CALCB","Ligand","Receptor"
"10586","RAMP1","ADM","IUPHAR","RAMP1*ADM","Ligand","Receptor"
"10587","RAMP1","CALCA","IUPHAR","RAMP1*CALCA","Ligand","Receptor"
"10588","RAMP1","IAPP","IUPHAR","RAMP1*IAPP","Ligand","Receptor"
"10589","RAMP1","CALCB","IUPHAR","RAMP1*CALCB","Ligand","Receptor"
"10590","RAMP2","IAPP","IUPHAR","RAMP2*IAPP","Ligand","Receptor"
"10591","RAMP3","IAPP","IUPHAR","RAMP3*IAPP","Ligand","Receptor"
"10592","ACVR1","AMH","IUPHAR","ACVR1*AMH","Ligand","Receptor"
"10593","BMPR1A","AMH","IUPHAR","BMPR1A*AMH","Ligand","Receptor"
"10594","BMPR1B","AMH","IUPHAR","BMPR1B*AMH","Ligand","Receptor"
"10595","AMHR2","AMH","IUPHAR","AMHR2*AMH","Ligand","Receptor"
"10596","APLNR","APLN","IUPHAR","APLNR*APLN","Ligand","Receptor"
"10597","AGTR1","AGT","IUPHAR","AGTR1*AGT","Ligand","Receptor"
"10598","AGTR2","AGT","IUPHAR","AGTR2*AGT","Ligand","Receptor"
"10599","AXL","GAS6","IUPHAR","AXL*GAS6","Ligand","Receptor"
"10600","AXL","PROS1","IUPHAR","AXL*PROS1","Ligand","Receptor"
"10601","TNFRSF13C","TNFSF13B","IUPHAR","TNFRSF13C*TNFSF13B","Ligand","Receptor"
"10602","GRPR","GRP","IUPHAR","GRPR*GRP","Ligand","Receptor"
"10603","TNFRSF17","TNFSF13","IUPHAR","TNFRSF17*TNFSF13","Ligand","Receptor"
"10604","TNFRSF17","TNFSF13B","IUPHAR","TNFRSF17*TNFSF13B","Ligand","Receptor"
"10605","ACVRL1","BMP10","IUPHAR","ACVRL1*BMP10","Ligand","Receptor"
"10606","ACVRL1","BMP2","IUPHAR","ACVRL1*BMP2","Ligand","Receptor"
"10607","ACVRL1","BMP4","IUPHAR","ACVRL1*BMP4","Ligand","Receptor"
"10608","ACVRL1","BMP5","IUPHAR","ACVRL1*BMP5","Ligand","Receptor"
"10609","ACVRL1","BMP6","IUPHAR","ACVRL1*BMP6","Ligand","Receptor"
"10610","ACVRL1","BMP7","IUPHAR","ACVRL1*BMP7","Ligand","Receptor"
"10611","ACVRL1","BMP8A","IUPHAR","ACVRL1*BMP8A","Ligand","Receptor"
"10612","ACVRL1","BMP8B","IUPHAR","ACVRL1*BMP8B","Ligand","Receptor"
"10613","ACVRL1","GDF2","IUPHAR","ACVRL1*GDF2","Ligand","Receptor"
"10614","ACVR1","BMP10","IUPHAR","ACVR1*BMP10","Ligand","Receptor"
"10615","ACVR1","BMP2","IUPHAR","ACVR1*BMP2","Ligand","Receptor"
"10616","ACVR1","BMP4","IUPHAR","ACVR1*BMP4","Ligand","Receptor"
"10617","ACVR1","BMP5","IUPHAR","ACVR1*BMP5","Ligand","Receptor"
"10618","ACVR1","BMP6","IUPHAR","ACVR1*BMP6","Ligand","Receptor"
"10619","ACVR1","BMP7","IUPHAR","ACVR1*BMP7","Ligand","Receptor"
"10620","ACVR1","BMP8A","IUPHAR","ACVR1*BMP8A","Ligand","Receptor"
"10621","ACVR1","BMP8B","IUPHAR","ACVR1*BMP8B","Ligand","Receptor"
"10622","ACVR1","GDF2","IUPHAR","ACVR1*GDF2","Ligand","Receptor"
"10623","BMPR1A","BMP10","IUPHAR","BMPR1A*BMP10","Ligand","Receptor"
"10624","BMPR1A","BMP2","IUPHAR","BMPR1A*BMP2","Ligand","Receptor"
"10625","BMPR1A","BMP4","IUPHAR","BMPR1A*BMP4","Ligand","Receptor"
"10626","BMPR1A","BMP5","IUPHAR","BMPR1A*BMP5","Ligand","Receptor"
"10627","BMPR1A","BMP6","IUPHAR","BMPR1A*BMP6","Ligand","Receptor"
"10628","BMPR1A","BMP7","IUPHAR","BMPR1A*BMP7","Ligand","Receptor"
"10629","BMPR1A","BMP8A","IUPHAR","BMPR1A*BMP8A","Ligand","Receptor"
"10630","BMPR1A","BMP8B","IUPHAR","BMPR1A*BMP8B","Ligand","Receptor"
"10631","BMPR1A","GDF2","IUPHAR","BMPR1A*GDF2","Ligand","Receptor"
"10632","BMPR1B","BMP10","IUPHAR","BMPR1B*BMP10","Ligand","Receptor"
"10633","BMPR1B","BMP2","IUPHAR","BMPR1B*BMP2","Ligand","Receptor"
"10634","BMPR1B","BMP4","IUPHAR","BMPR1B*BMP4","Ligand","Receptor"
"10635","BMPR1B","BMP5","IUPHAR","BMPR1B*BMP5","Ligand","Receptor"
"10636","BMPR1B","BMP6","IUPHAR","BMPR1B*BMP6","Ligand","Receptor"
"10637","BMPR1B","BMP7","IUPHAR","BMPR1B*BMP7","Ligand","Receptor"
"10638","BMPR1B","BMP8A","IUPHAR","BMPR1B*BMP8A","Ligand","Receptor"
"10639","BMPR1B","BMP8B","IUPHAR","BMPR1B*BMP8B","Ligand","Receptor"
"10640","BMPR1B","GDF2","IUPHAR","BMPR1B*GDF2","Ligand","Receptor"
"10641","ACVR2A","BMP10","IUPHAR","ACVR2A*BMP10","Ligand","Receptor"
"10642","ACVR2A","BMP2","IUPHAR","ACVR2A*BMP2","Ligand","Receptor"
"10643","ACVR2A","BMP4","IUPHAR","ACVR2A*BMP4","Ligand","Receptor"
"10644","ACVR2A","BMP5","IUPHAR","ACVR2A*BMP5","Ligand","Receptor"
"10645","ACVR2A","BMP6","IUPHAR","ACVR2A*BMP6","Ligand","Receptor"
"10646","ACVR2A","BMP7","IUPHAR","ACVR2A*BMP7","Ligand","Receptor"
"10647","ACVR2A","BMP8A","IUPHAR","ACVR2A*BMP8A","Ligand","Receptor"
"10648","ACVR2A","BMP8B","IUPHAR","ACVR2A*BMP8B","Ligand","Receptor"
"10649","ACVR2A","GDF2","IUPHAR","ACVR2A*GDF2","Ligand","Receptor"
"10650","ACVR2B","BMP10","IUPHAR","ACVR2B*BMP10","Ligand","Receptor"
"10651","ACVR2B","BMP2","IUPHAR","ACVR2B*BMP2","Ligand","Receptor"
"10652","ACVR2B","BMP4","IUPHAR","ACVR2B*BMP4","Ligand","Receptor"
"10653","ACVR2B","BMP5","IUPHAR","ACVR2B*BMP5","Ligand","Receptor"
"10654","ACVR2B","BMP6","IUPHAR","ACVR2B*BMP6","Ligand","Receptor"
"10655","ACVR2B","BMP7","IUPHAR","ACVR2B*BMP7","Ligand","Receptor"
"10656","ACVR2B","BMP8A","IUPHAR","ACVR2B*BMP8A","Ligand","Receptor"
"10657","ACVR2B","BMP8B","IUPHAR","ACVR2B*BMP8B","Ligand","Receptor"
"10658","ACVR2B","GDF2","IUPHAR","ACVR2B*GDF2","Ligand","Receptor"
"10659","BMPR2","BMP10","IUPHAR","BMPR2*BMP10","Ligand","Receptor"
"10660","BMPR2","BMP2","IUPHAR","BMPR2*BMP2","Ligand","Receptor"
"10661","BMPR2","BMP4","IUPHAR","BMPR2*BMP4","Ligand","Receptor"
"10662","BMPR2","BMP5","IUPHAR","BMPR2*BMP5","Ligand","Receptor"
"10663","BMPR2","BMP6","IUPHAR","BMPR2*BMP6","Ligand","Receptor"
"10664","BMPR2","BMP7","IUPHAR","BMPR2*BMP7","Ligand","Receptor"
"10665","BMPR2","BMP8A","IUPHAR","BMPR2*BMP8A","Ligand","Receptor"
"10666","BMPR2","BMP8B","IUPHAR","BMPR2*BMP8B","Ligand","Receptor"
"10667","BMPR2","GDF2","IUPHAR","BMPR2*GDF2","Ligand","Receptor"
"10668","BDKRB1","KNG1","IUPHAR","BDKRB1*KNG1","Ligand","Receptor"
"10669","BDKRB2","KNG1","IUPHAR","BDKRB2*KNG1","Ligand","Receptor"
"10670","C3AR1","C3","IUPHAR","C3AR1*C3","Ligand","Receptor"
"10671","C5AR1","C5","IUPHAR","C5AR1*C5","Ligand","Receptor"
"10672","C5AR1","RPS19","IUPHAR","C5AR1*RPS19","Ligand","Receptor"
"10673","C5AR2","C5","IUPHAR","C5AR2*C5","Ligand","Receptor"
"10674","CCKAR","CCK","IUPHAR","CCKAR*CCK","Ligand","Receptor"
"10675","CCKBR","GAST","IUPHAR","CCKBR*GAST","Ligand","Receptor"
"10676","CCKBR","CCK","IUPHAR","CCKBR*CCK","Ligand","Receptor"
"10677","CCR1","CCL13","IUPHAR","CCR1*CCL13","Ligand","Receptor"
"10678","CCR1","CCL8","IUPHAR","CCR1*CCL8","Ligand","Receptor"
"10679","CCR1","CCL14","IUPHAR","CCR1*CCL14","Ligand","Receptor"
"10680","CCR1","CCL15","IUPHAR","CCR1*CCL15","Ligand","Receptor"
"10681","CCR1","CCL3","IUPHAR","CCR1*CCL3","Ligand","Receptor"
"10682","CCR1","CCL5","IUPHAR","CCR1*CCL5","Ligand","Receptor"
"10683","CCR1","CCL7","IUPHAR","CCR1*CCL7","Ligand","Receptor"
"10684","CCR1","CCL18","IUPHAR","CCR1*CCL18","Ligand","Receptor"
"10685","CCR1","CCL4","IUPHAR","CCR1*CCL4","Ligand","Receptor"
"10686","CCR10","CCL27","IUPHAR","CCR10*CCL27","Ligand","Receptor"
"10687","CCR10","CCL28","IUPHAR","CCR10*CCL28","Ligand","Receptor"
"10688","CCR2","CCL13","IUPHAR","CCR2*CCL13","Ligand","Receptor"
"10689","CCR2","CCL16","IUPHAR","CCR2*CCL16","Ligand","Receptor"
"10690","CCR2","CCL2","IUPHAR","CCR2*CCL2","Ligand","Receptor"
"10691","CCR2","CCL7","IUPHAR","CCR2*CCL7","Ligand","Receptor"
"10692","CCR2","CCL8","IUPHAR","CCR2*CCL8","Ligand","Receptor"
"10693","CCR2","CCL11","IUPHAR","CCR2*CCL11","Ligand","Receptor"
"10694","CCR2","CCL26","IUPHAR","CCR2*CCL26","Ligand","Receptor"
"10695","CCR3","CCL11","IUPHAR","CCR3*CCL11","Ligand","Receptor"
"10696","CCR3","CCL13","IUPHAR","CCR3*CCL13","Ligand","Receptor"
"10697","CCR3","CCL15","IUPHAR","CCR3*CCL15","Ligand","Receptor"
"10698","CCR3","CCL2","IUPHAR","CCR3*CCL2","Ligand","Receptor"
"10699","CCR3","CCL26","IUPHAR","CCR3*CCL26","Ligand","Receptor"
"10700","CCR3","CCL28","IUPHAR","CCR3*CCL28","Ligand","Receptor"
"10701","CCR3","CCL5","IUPHAR","CCR3*CCL5","Ligand","Receptor"
"10702","CCR3","CCL7","IUPHAR","CCR3*CCL7","Ligand","Receptor"
"10703","CCR3","CCL8","IUPHAR","CCR3*CCL8","Ligand","Receptor"
"10704","CCR3","CCL18","IUPHAR","CCR3*CCL18","Ligand","Receptor"
"10705","CCR3","CXCL10","IUPHAR","CCR3*CXCL10","Ligand","Receptor"
"10706","CCR3","CXCL11","IUPHAR","CCR3*CXCL11","Ligand","Receptor"
"10707","CCR3","CXCL9","IUPHAR","CCR3*CXCL9","Ligand","Receptor"
"10708","CCR4","CCL17","IUPHAR","CCR4*CCL17","Ligand","Receptor"
"10709","CCR4","CCL22","IUPHAR","CCR4*CCL22","Ligand","Receptor"
"10710","CCR5","CCL11","IUPHAR","CCR5*CCL11","Ligand","Receptor"
"10711","CCR5","CCL13","IUPHAR","CCR5*CCL13","Ligand","Receptor"
"10712","CCR5","CCL14","IUPHAR","CCR5*CCL14","Ligand","Receptor"
"10713","CCR5","CCL16","IUPHAR","CCR5*CCL16","Ligand","Receptor"
"10714","CCR5","CCL2","IUPHAR","CCR5*CCL2","Ligand","Receptor"
"10715","CCR5","CCL3","IUPHAR","CCR5*CCL3","Ligand","Receptor"
"10716","CCR5","CCL4","IUPHAR","CCR5*CCL4","Ligand","Receptor"
"10717","CCR5","CCL5","IUPHAR","CCR5*CCL5","Ligand","Receptor"
"10718","CCR5","CCL8","IUPHAR","CCR5*CCL8","Ligand","Receptor"
"10719","CCR5","CCL7","IUPHAR","CCR5*CCL7","Ligand","Receptor"
"10720","CCR6","CCL20","IUPHAR","CCR6*CCL20","Ligand","Receptor"
"10721","CCR7","CCL19","IUPHAR","CCR7*CCL19","Ligand","Receptor"
"10722","CCR7","CCL21","IUPHAR","CCR7*CCL21","Ligand","Receptor"
"10723","CCR8","CCL1","IUPHAR","CCR8*CCL1","Ligand","Receptor"
"10724","CCR9","CCL25","IUPHAR","CCR9*CCL25","Ligand","Receptor"
"10725","CCRL2","CCL19","IUPHAR","CCRL2*CCL19","Ligand","Receptor"
"10726","CD27","CD70","IUPHAR","CD27*CD70","Ligand","Receptor"
"10727","TNFRSF8","TNFSF8","IUPHAR","TNFRSF8*TNFSF8","Ligand","Receptor"
"10728","CMKLR1","RARRES2","IUPHAR","CMKLR1*RARRES2","Ligand","Receptor"
"10729","CMKLR2","RARRES2","IUPHAR","CMKLR2*RARRES2","Ligand","Receptor"
"10730","CNTFR","CNTF","IUPHAR","CNTFR*CNTF","Ligand","Receptor"
"10731","CNTFR","CLCF1","IUPHAR","CNTFR*CLCF1","Ligand","Receptor"
"10732","CNTFR","CRLF1","IUPHAR","CNTFR*CRLF1","Ligand","Receptor"
"10733","LIFR","CNTF","IUPHAR","LIFR*CNTF","Ligand","Receptor"
"10734","LIFR","CLCF1","IUPHAR","LIFR*CLCF1","Ligand","Receptor"
"10735","LIFR","CRLF1","IUPHAR","LIFR*CRLF1","Ligand","Receptor"
"10736","IL6ST","CNTF","IUPHAR","IL6ST*CNTF","Ligand","Receptor"
"10737","IL6ST","CLCF1","IUPHAR","IL6ST*CLCF1","Ligand","Receptor"
"10738","IL6ST","CRLF1","IUPHAR","IL6ST*CRLF1","Ligand","Receptor"
"10739","CSF1R","IL34","IUPHAR","CSF1R*IL34","Ligand","Receptor"
"10740","CSF1R","CSF3","IUPHAR","CSF1R*CSF3","Ligand","Receptor"
"10741","CSF1R","CSF2","IUPHAR","CSF1R*CSF2","Ligand","Receptor"
"10742","CSF1R","CSF1","IUPHAR","CSF1R*CSF1","Ligand","Receptor"
"10743","CRHR1","UCN","IUPHAR","CRHR1*UCN","Ligand","Receptor"
"10744","CRHR1","UCN2","IUPHAR","CRHR1*UCN2","Ligand","Receptor"
"10745","CRHR2","UCN","IUPHAR","CRHR2*UCN","Ligand","Receptor"
"10746","CRHR2","UCN2","IUPHAR","CRHR2*UCN2","Ligand","Receptor"
"10747","CXCR1","CXCL8","IUPHAR","CXCR1*CXCL8","Ligand","Receptor"
"10748","CXCR1","CXCL6","IUPHAR","CXCR1*CXCL6","Ligand","Receptor"
"10749","CXCR2","CXCL1","IUPHAR","CXCR2*CXCL1","Ligand","Receptor"
"10750","CXCR2","CXCL2","IUPHAR","CXCR2*CXCL2","Ligand","Receptor"
"10751","CXCR2","CXCL3","IUPHAR","CXCR2*CXCL3","Ligand","Receptor"
"10752","CXCR2","CXCL5","IUPHAR","CXCR2*CXCL5","Ligand","Receptor"
"10753","CXCR2","CXCL6","IUPHAR","CXCR2*CXCL6","Ligand","Receptor"
"10754","CXCR2","PPBP","IUPHAR","CXCR2*PPBP","Ligand","Receptor"
"10755","CXCR2","CXCL8","IUPHAR","CXCR2*CXCL8","Ligand","Receptor"
"10756","CXCR3","CCL13","IUPHAR","CXCR3*CCL13","Ligand","Receptor"
"10757","CXCR3","CCL19","IUPHAR","CXCR3*CCL19","Ligand","Receptor"
"10758","CXCR3","CCL20","IUPHAR","CXCR3*CCL20","Ligand","Receptor"
"10759","CXCR3","CCL5","IUPHAR","CXCR3*CCL5","Ligand","Receptor"
"10760","CXCR3","CXCL10","IUPHAR","CXCR3*CXCL10","Ligand","Receptor"
"10761","CXCR3","CXCL11","IUPHAR","CXCR3*CXCL11","Ligand","Receptor"
"10762","CXCR3","CXCL12","IUPHAR","CXCR3*CXCL12","Ligand","Receptor"
"10763","CXCR3","CXCL9","IUPHAR","CXCR3*CXCL9","Ligand","Receptor"
"10764","CXCR3","CCL11","IUPHAR","CXCR3*CCL11","Ligand","Receptor"
"10765","CXCR3","CCL7","IUPHAR","CXCR3*CCL7","Ligand","Receptor"
"10766","CXCR4","CXCL12","IUPHAR","CXCR4*CXCL12","Ligand","Receptor"
"10767","CXCR5","CXCL13","IUPHAR","CXCR5*CXCL13","Ligand","Receptor"
"10768","CXCR6","CXCL16","IUPHAR","CXCR6*CXCL16","Ligand","Receptor"
"10769","CX3CR1","CX3CL1","IUPHAR","CX3CR1*CX3CL1","Ligand","Receptor"
"10770","TNFRSF25","TNFSF15","IUPHAR","TNFRSF25*TNFSF15","Ligand","Receptor"
"10771","TNFRSF10A","TNFSF10","IUPHAR","TNFRSF10A*TNFSF10","Ligand","Receptor"
"10772","TNFRSF10B","TNFSF10","IUPHAR","TNFRSF10B*TNFSF10","Ligand","Receptor"
"10773","OPRD1","POMC","IUPHAR","OPRD1*POMC","Ligand","Receptor"
"10774","EDAR","EDA","IUPHAR","EDAR*EDA","Ligand","Receptor"
"10775","EDA2R","EDA","IUPHAR","EDA2R*EDA","Ligand","Receptor"
"10776","EGFR","AREG","IUPHAR","EGFR*AREG","Ligand","Receptor"
"10777","EGFR","BTC","IUPHAR","EGFR*BTC","Ligand","Receptor"
"10778","EGFR","EGF","IUPHAR","EGFR*EGF","Ligand","Receptor"
"10779","EGFR","EPGN","IUPHAR","EGFR*EPGN","Ligand","Receptor"
"10780","EGFR","EREG","IUPHAR","EGFR*EREG","Ligand","Receptor"
"10781","EGFR","HBEGF","IUPHAR","EGFR*HBEGF","Ligand","Receptor"
"10782","EGFR","TGFA","IUPHAR","EGFR*TGFA","Ligand","Receptor"
"10783","ERBB3","NRG1","IUPHAR","ERBB3*NRG1","Ligand","Receptor"
"10784","ERBB3","NRG2","IUPHAR","ERBB3*NRG2","Ligand","Receptor"
"10785","ERBB4","BTC","IUPHAR","ERBB4*BTC","Ligand","Receptor"
"10786","ERBB4","EREG","IUPHAR","ERBB4*EREG","Ligand","Receptor"
"10787","ERBB4","HBEGF","IUPHAR","ERBB4*HBEGF","Ligand","Receptor"
"10788","ERBB4","NRG1","IUPHAR","ERBB4*NRG1","Ligand","Receptor"
"10789","ERBB4","NRG2","IUPHAR","ERBB4*NRG2","Ligand","Receptor"
"10790","ERBB4","NRG3","IUPHAR","ERBB4*NRG3","Ligand","Receptor"
"10791","ERBB4","NRG4","IUPHAR","ERBB4*NRG4","Ligand","Receptor"
"10792","EDNRA","EDN2","IUPHAR","EDNRA*EDN2","Ligand","Receptor"
"10793","EPOR","EPO","IUPHAR","EPOR*EPO","Ligand","Receptor"
"10794","FAS","FASLG","IUPHAR","FAS*FASLG","Ligand","Receptor"
"10795","FGFR4","FGF19","IUPHAR","FGFR4*FGF19","Ligand","Receptor"
"10796","FLT1","VEGFA","IUPHAR","FLT1*VEGFA","Ligand","Receptor"
"10797","FLT1","VEGFB","IUPHAR","FLT1*VEGFB","Ligand","Receptor"
"10798","FLT3","FLT3LG","IUPHAR","FLT3*FLT3LG","Ligand","Receptor"
"10799","FLT4","VEGFC","IUPHAR","FLT4*VEGFC","Ligand","Receptor"
"10800","FLT4","VEGFD","IUPHAR","FLT4*VEGFD","Ligand","Receptor"
"10801","FLT4","PDGFC","IUPHAR","FLT4*PDGFC","Ligand","Receptor"
"10802","FPR1","ANXA1","IUPHAR","FPR1*ANXA1","Ligand","Receptor"
"10803","FPR2","APP","IUPHAR","FPR2*APP","Ligand","Receptor"
"10804","FPR2","ANXA1","IUPHAR","FPR2*ANXA1","Ligand","Receptor"
"10805","FPR2","CAMP","IUPHAR","FPR2*CAMP","Ligand","Receptor"
"10806","FPR2","SAA1","IUPHAR","FPR2*SAA1","Ligand","Receptor"
"10807","FPR3","ANXA1","IUPHAR","FPR3*ANXA1","Ligand","Receptor"
"10808","FPR3","HEBP1","IUPHAR","FPR3*HEBP1","Ligand","Receptor"
"10809","FSHR","FSHB","IUPHAR","FSHR*FSHB","Ligand","Receptor"
"10810","FSHR","CGA","IUPHAR","FSHR*CGA","Ligand","Receptor"
"10811","FZD6","WNT3A","IUPHAR","FZD6*WNT3A","Ligand","Receptor"
"10812","FZD6","WNT4","IUPHAR","FZD6*WNT4","Ligand","Receptor"
"10813","FZD6","WNT5A","IUPHAR","FZD6*WNT5A","Ligand","Receptor"
"10814","GALR1","GAL","IUPHAR","GALR1*GAL","Ligand","Receptor"
"10815","GALR2","GAL","IUPHAR","GALR2*GAL","Ligand","Receptor"
"10816","GALR3","GAL","IUPHAR","GALR3*GAL","Ligand","Receptor"
"10817","GFRAL","GDF15","IUPHAR","GFRAL*GDF15","Ligand","Receptor"
"10818","GHSR","GHRL","IUPHAR","GHSR*GHRL","Ligand","Receptor"
"10819","GHRHR","GHRH","IUPHAR","GHRHR*GHRH","Ligand","Receptor"
"10820","GIPR","GIP","IUPHAR","GIPR*GIP","Ligand","Receptor"
"10821","GLP2R","GCG","IUPHAR","GLP2R*GCG","Ligand","Receptor"
"10822","TNFRSF18","TNFSF18","IUPHAR","TNFRSF18*TNFSF18","Ligand","Receptor"
"10823","CSF2RA","CSF2","IUPHAR","CSF2RA*CSF2","Ligand","Receptor"
"10824","CSF3R","CSF3","IUPHAR","CSF3R*CSF3","Ligand","Receptor"
"10825","CSF2RA","CSF3","IUPHAR","CSF2RA*CSF3","Ligand","Receptor"
"10826","CSF2RB","CSF3","IUPHAR","CSF2RB*CSF3","Ligand","Receptor"
"10827","CSF2RB","CSF2","IUPHAR","CSF2RB*CSF2","Ligand","Receptor"
"10828","BMPR1A","GDF1","IUPHAR","BMPR1A*GDF1","Ligand","Receptor"
"10829","BMPR1A","GDF10","IUPHAR","BMPR1A*GDF10","Ligand","Receptor"
"10830","BMPR1A","GDF3","IUPHAR","BMPR1A*GDF3","Ligand","Receptor"
"10831","BMPR1A","GDF7","IUPHAR","BMPR1A*GDF7","Ligand","Receptor"
"10832","BMPR1A","GDF9","IUPHAR","BMPR1A*GDF9","Ligand","Receptor"
"10833","ACVR1B","GDF1","IUPHAR","ACVR1B*GDF1","Ligand","Receptor"
"10834","ACVR1B","GDF10","IUPHAR","ACVR1B*GDF10","Ligand","Receptor"
"10835","ACVR1B","GDF3","IUPHAR","ACVR1B*GDF3","Ligand","Receptor"
"10836","ACVR1B","GDF7","IUPHAR","ACVR1B*GDF7","Ligand","Receptor"
"10837","ACVR1B","GDF9","IUPHAR","ACVR1B*GDF9","Ligand","Receptor"
"10838","TGFBR1","GDF1","IUPHAR","TGFBR1*GDF1","Ligand","Receptor"
"10839","TGFBR1","GDF10","IUPHAR","TGFBR1*GDF10","Ligand","Receptor"
"10840","TGFBR1","GDF3","IUPHAR","TGFBR1*GDF3","Ligand","Receptor"
"10841","TGFBR1","GDF7","IUPHAR","TGFBR1*GDF7","Ligand","Receptor"
"10842","TGFBR1","GDF9","IUPHAR","TGFBR1*GDF9","Ligand","Receptor"
"10843","BMPR1B","GDF1","IUPHAR","BMPR1B*GDF1","Ligand","Receptor"
"10844","BMPR1B","GDF10","IUPHAR","BMPR1B*GDF10","Ligand","Receptor"
"10845","BMPR1B","GDF3","IUPHAR","BMPR1B*GDF3","Ligand","Receptor"
"10846","BMPR1B","GDF7","IUPHAR","BMPR1B*GDF7","Ligand","Receptor"
"10847","BMPR1B","GDF9","IUPHAR","BMPR1B*GDF9","Ligand","Receptor"
"10848","ACVR1C","GDF1","IUPHAR","ACVR1C*GDF1","Ligand","Receptor"
